    0.00000000000000e+000	    0.00000000000000e+000
    1.00000000000000e-002	   -8.77222691663203e-002
    2.00000000000000e-002	   -1.50244914981595e-001
    3.00000000000001e-002	   -1.91020451158546e-001
    4.00000000000001e-002	   -2.20358224332142e-001
    5.00000000000001e-002	   -2.47545359122623e-001
    6.00000000000001e-002	   -2.76781876350285e-001
    7.00000000000002e-002	   -3.07409924781278e-001
    8.00000000000002e-002	   -3.36526439493691e-001
    9.00000000000002e-002	   -3.61653595851887e-001
    1.00000000000000e-001	   -3.82081312802657e-001
    1.10000000000000e-001	   -3.98751096560305e-001
    1.20000000000000e-001	   -4.13334102430294e-001
    1.30000000000000e-001	   -4.27319379431328e-001
    1.40000000000000e-001	   -4.41558272108654e-001
    1.50000000000000e-001	   -4.56310126400274e-001
    1.60000000000000e-001	   -4.71552440647847e-001
    1.70000000000000e-001	   -4.87286305546325e-001
    1.80000000000000e-001	   -5.03681821659685e-001
    1.90000000000000e-001	   -5.21054786552537e-001
    2.00000000000000e-001	   -5.39752429902329e-001
    2.10000000000000e-001	   -5.60047374717535e-001
    2.20000000000000e-001	   -5.82092770072239e-001
    2.30000000000000e-001	   -6.05922645480192e-001
    2.40000000000000e-001	   -6.31490368958415e-001
    2.50000000000000e-001	   -6.58706337893633e-001
    2.60000000000000e-001	   -6.87456724520620e-001
    2.70000000000000e-001	   -7.17601306288994e-001
    2.80000000000000e-001	   -7.48962509262269e-001
    2.90000000000000e-001	   -7.81313553990905e-001
    3.00000000000000e-001	   -8.14378351426283e-001
    3.10000000000000e-001	   -8.47836715426756e-001
    3.20000000000000e-001	   -8.81332412064894e-001
    3.30000000000000e-001	   -9.14481443128299e-001
    3.40000000000000e-001	   -9.46879113766737e-001
    3.50000000000000e-001	   -9.78104735320761e-001
    3.60000000000000e-001	   -1.00772475407231e+000
    3.70000000000001e-001	   -1.03529671486389e+000
    3.80000000000001e-001	   -1.06037455832371e+000
    3.90000000000001e-001	   -1.08251380781931e+000
    4.00000000000001e-001	   -1.10127815685598e+000
    4.10000000000001e-001	   -1.11624502636158e+000
    4.20000000000001e-001	   -1.12701221616541e+000
    4.30000000000001e-001	   -1.13320131490728e+000
    4.40000000000001e-001	   -1.13446435914690e+000
    4.50000000000001e-001	   -1.13048696654746e+000
    4.60000000000001e-001	   -1.12099333971460e+000
    4.70000000000001e-001	   -1.10574792810323e+000
    4.80000000000001e-001	   -1.08456203460298e+000
    4.90000000000001e-001	   -1.05729535241444e+000
